gene_id	gene_name	condition	normalized_count	sem_normalized_count	raw_count	n_cells	n_samples	plot_expression
Tmem14a	Tmem14a	resting	2.3686080584786704	0.4856994408373777	9.0	608	3	3.3686080584786704
Gsta3	Gsta3	resting	0.0	0.0	0.0	608	3	1.0
Gm28836	Gm28836	resting	0.0	0.0	0.0	608	3	1.0
Khdc1a	Khdc1a	resting	0.19380509757795958	0.19380509757795958	1.0	608	3	1.1938050975779595
Khdc1c	Khdc1c	resting	0.0	0.0	0.0	608	3	1.0
Khdc1b	Khdc1b	resting	0.0	0.0	0.0	608	3	1.0
Kcnq5	Kcnq5	resting	13.71157715469976	7.2574025240849025	72.0	608	3	14.71157715469976
Rims1	Rims1	resting	0.0	0.0	0.0	608	3	1.0
Gm29506	Gm29506	resting	0.0	0.0	0.0	608	3	1.0
4933415F23Rik	4933415F23Rik	resting	0.0	0.0	0.0	608	3	1.0
Gm27028	Gm27028	resting	0.16969331666266188	0.1696933166626619	1.0	608	3	1.169693316662662
Gm29107	Gm29107	resting	0.0	0.0	0.0	608	3	1.0
Ogfrl1	Ogfrl1	resting	11.340147866948385	1.0576751315172364	46.0	608	3	12.340147866948385
Gm28822	Gm28822	resting	0.0	0.0	0.0	608	3	1.0
B3gat2	B3gat2	resting	2.565506918328139	0.5271769778667722	12.0	608	3	3.565506918328139
Smap1	Smap1	resting	140.10610176294793	20.01770482947917	562.0	608	3	141.10610176294793
Sdhaf4	Sdhaf4	resting	31.119554661718777	2.8897359727065406	127.0	608	3	32.11955466171878
Fam135a	Fam135a	resting	0.554209749547072	0.5542097495470721	1.0	608	3	1.5542097495470721
Col9a1	Col9a1	resting	0.0	0.0	0.0	608	3	1.0
Col19a1	Col19a1	resting	0.0	0.0	0.0	608	3	1.0
Lmbrd1	Lmbrd1	resting	55.24420612701192	11.598595470108402	254.0	608	3	56.24420612701192
Gm28237	Gm28237	resting	0.0	0.0	0.0	608	3	1.0
Gm29414	Gm29414	resting	0.0	0.0	0.0	608	3	1.0
Adgrb3	Adgrb3	resting	0.0	0.0	0.0	608	3	1.0
4931408C20Rik	4931408C20Rik	resting	0.0	0.0	0.0	608	3	1.0
Gm5524	Gm5524	resting	0.0	0.0	0.0	608	3	1.0
Gm597	Gm597	resting	0.0	0.0	0.0	608	3	1.0
Gm9898	Gm9898	resting	0.0	0.0	0.0	608	3	1.0
Phf3	Phf3	resting	122.09823506807196	7.433237580215933	506.0	608	3	123.09823506807196
Ptp4a1	Ptp4a1	resting	1.4991234565215723	0.5307361055230456	6.0	608	3	2.4991234565215725
Ptp4a1.1	Ptp4a1.1	resting	63.16273247876946	3.217914274361594	276.0	608	3	64.16273247876947
Gm5698	Gm5698	resting	0.0	0.0	0.0	608	3	1.0
4931428L18Rik	4931428L18Rik	resting	0.0	0.0	0.0	608	3	1.0
Gm28644	Gm28644	resting	0.0	0.0	0.0	608	3	1.0
Gm29128	Gm29128	resting	0.0	0.0	0.0	608	3	1.0
Lgsn	Lgsn	resting	0.0	0.0	0.0	608	3	1.0
