gene_id	gene_name	population	time_condition	mean_normalized_count	sem_normalized_count	n_samples	plot_expression
ENSMUSG00000103265	Gm2053	CD103-Tom- LP Trm	Baseline	0.0	0.0	2	1.0
ENSMUSG00000103265	Gm2053	CD103-Tom- LP Trm	Infected	0.0	0.0	3	1.0
ENSMUSG00000092304	Gm20530	CD103+Tom+ LP Trm	Baseline	0.0	0.0	3	1.0
ENSMUSG00000092304	Gm20530	CD103+Tom+ LP Trm	Infected	0.0	0.0	3	1.0
ENSMUSG00000092304	Gm20530	CD103-Tom- LP Trm	Baseline	0.0	0.0	2	1.0
ENSMUSG00000092304	Gm20530	CD103-Tom- LP Trm	Infected	0.0	0.0	3	1.0
ENSMUSG00000092482	Gm20531	CD103+Tom+ LP Trm	Baseline	8.218856740775957	8.218856740775959	3	9.218856740775957
ENSMUSG00000092482	Gm20531	CD103+Tom+ LP Trm	Infected	0.4691773752792517	0.46917737527925174	3	1.4691773752792516
ENSMUSG00000092482	Gm20531	CD103-Tom- LP Trm	Baseline	0.8885983692917991	0.888598369291799	2	1.8885983692917991
ENSMUSG00000092482	Gm20531	CD103-Tom- LP Trm	Infected	28.967355660428996	28.967355660429	3	29.967355660428996
ENSMUSG00000092356	Gm20532	CD103+Tom+ LP Trm	Baseline	0.0	0.0	3	1.0
ENSMUSG00000092356	Gm20532	CD103+Tom+ LP Trm	Infected	0.0	0.0	3	1.0
ENSMUSG00000092356	Gm20532	CD103-Tom- LP Trm	Baseline	0.0	0.0	2	1.0
