gene_id	gene_name	condition	normalized_count	raw_count	n_cells	plot_expression
ENSMUSG00000025979	Mob4	IEL_memory	2337.4736346795194	2848.0	5023	2338.4736346795194
ENSMUSG00000025978	Rftn2	IEL_memory	54.98972384955329	67.0	5023	55.98972384955329
ENSMUSG00000046994	Mars2	IEL_memory	211.7514739281306	258.0	5023	212.7514739281306
ENSMUSG00000025977	Boll	IEL_memory	13.131874352132131	16.0	5023	14.131874352132131
ENSMUSG00000038349	Plcl1	IEL_memory	36.93339661537161	45.0	5023	37.93339661537161
ENSMUSG00000038331	Satb2	IEL_memory	1.6414842940165164	2.0	5023	2.641484294016516
ENSMUSG00000087022	9130024F11Rik	IEL_memory	0.0	0.0	5023	1.0
ENSMUSG00000038323	1700066M21Rik	IEL_memory	148.55432860849473	181.0	5023	149.55432860849473
ENSMUSG00000048495	Tyw5	IEL_memory	258.53377630760133	315.0	5023	259.53377630760133
ENSMUSG00000025971	Maip1	IEL_memory	581.9061822288551	709.0	5023	582.9061822288551
ENSMUSG00000038305	Spats2l	IEL_memory	2.4622264410247743	3.0	5023	3.4622264410247743
ENSMUSG00000054770	Kctd18	IEL_memory	581.0854400818467	708.0	5023	582.0854400818467
ENSMUSG00000026039	Sgo2a	IEL_memory	40.21636520340465	49.0	5023	41.21636520340465
ENSMUSG00000051223	Bzw1	IEL_memory	4851.406830965814	5911.0	5023	4852.406830965814
ENSMUSG00000026034	Clk1	IEL_memory	11267.968936276377	13729.0	5023	11268.968936276377
ENSMUSG00000026035	Ppil3	IEL_memory	1176.123496662834	1433.0	5023	1177.123496662834
ENSMUSG00000026036	Nif3l1	IEL_memory	386.5695512408896	471.0	5023	387.5695512408896
ENSMUSG00000026037	Orc2	IEL_memory	1039.0595581124549	1266.0	5023	1040.0595581124549
ENSMUSG00000085054	Gm15834	IEL_memory	19.697811528198194	24.0	5023	20.697811528198194
ENSMUSG00000038174	Fam126b	IEL_memory	727.1775422493167	886.0	5023	728.1775422493167
ENSMUSG00000026032	Ndufb3	IEL_memory	4223.539088504496	5146.0	5023	4224.539088504496
ENSMUSG00000047528	Flacc1	IEL_memory	3.282968588033033	4.0	5023	4.282968588033032
ENSMUSG00000026031	Cflar	IEL_memory	3586.643182426088	4370.0	5023	3587.643182426088
ENSMUSG00000026029	Casp8	IEL_memory	2575.488857311914	3138.0	5023	2576.488857311914
ENSMUSG00000026028	Trak2	IEL_memory	828.1288263313324	1009.0	5023	829.1288263313324
ENSMUSG00000026027	Stradb	IEL_memory	178.92178804780028	218.0	5023	179.92178804780028
ENSMUSG00000038079	Tmem237	IEL_memory	47.603044526478975	58.0	5023	48.603044526478975
ENSMUSG00000097573	G730003C15Rik	IEL_memory	13.952616499140388	17.0	5023	14.952616499140388
ENSMUSG00000079550	Mpp4	IEL_memory	2.4622264410247743	3.0	5023	3.4622264410247743
ENSMUSG00000026024	Als2	IEL_memory	113.26241628713963	138.0	5023	114.26241628713963
ENSMUSG00000041075	Fzd7	IEL_memory	4.1037107350412905	5.0	5023	5.1037107350412905
ENSMUSG00000047361	Gm973	IEL_memory	0.8207421470082582	1.0	5023	1.820742147008258
ENSMUSG00000026021	Sumo1	IEL_memory	5173.137752593051	6303.0	5023	5174.137752593051
ENSMUSG00000026020	Nop58	IEL_memory	2446.6323402316175	2981.0	5023	2447.6323402316175
ENSMUSG00000067336	Bmpr2	IEL_memory	120.64909561021395	147.0	5023	121.64909561021395
ENSMUSG00000041040	Fam117b	IEL_memory	1096.5115084030328	1336.0	5023	1097.5115084030328
ENSMUSG00000026018	Ica1l	IEL_memory	45.96156023246245	56.0	5023	46.96156023246245
ENSMUSG00000026019	Wdr12	IEL_memory	522.8127476442604	637.0	5023	523.8127476442604
ENSMUSG00000026017	Carf	IEL_memory	189.59143595890762	231.0	5023	190.59143595890762
ENSMUSG00000073664	Nbeal1	IEL_memory	998.0224507620419	1216.0	5023	999.0224507620419
ENSMUSG00000049439	Cyp20a1	IEL_memory	122.29057990423047	149.0	5023	123.29057990423047
ENSMUSG00000026782	Abi2	IEL_memory	728.8190265433333	888.0	5023	729.8190265433333
ENSMUSG00000026014	Raph1	IEL_memory	234.73225404436184	286.0	5023	235.73225404436184
ENSMUSG00000026012	Cd28	IEL_memory	9831.670179011924	11979.0	5023	9832.670179011924
